name,company,area,min_salary,max_salary,description,link
25届运维实习生,成都音泰思软件,成都·锦江区·双桂路,2.0,4.0,周末双休 带薪年假 五险一金 节日福利 餐饮补贴 旅游 交通补贴职位信息1、熟练掌握公司产品的安装使用2.为客户使用过程提供售后支持3.指导客户正确使用产品任职要求1.大学在读学生，大专及以上学历；2.能熟练使用计算机操作；3.对计算机软件开发有兴趣者优先；4.能吃苦耐劳，沟通能力强，执行能力强5、实习岗位表现好的，可转为正式员工；该岗位服务对象为大成都范围内的药店，诊所，社区服务站,https://www.zhipin.com/job_detail/36b15c96dae88b571HB50tu-E1VQ.html?lid=4WmKvkdU3Ra.search.15&securityId=CYzlfeRG2FrqD-D1lAuCw8QCMjqkC76yydTzCS9c-0ImHKsyjZr9XLkdpMUZkr7j5-bp3IRvN1QCOo61rz9h7OU0pfAWc7ITTsqEYzoOLAx9A3s~&sessionId=
实习生（车运）,中之保,成都·武侯区·孵化园,2.1,3.6,岗位职责（偏向内勤）1、根据公司计划和客户需求，按照相应的流程规定，完成公司名下车辆违章的查询；2、协调车辆违章后续处理事宜；3、相关数据的整理、录入及输出；2、完成领导安排的其他事务性工作。任职要求:1、本科及以上学历，25、26届学生；2、做事细致、认真踏实，积极主动；3、为人诚信正直，责任心强，学习能力强；4、熟练操作各office办公软件。,https://www.zhipin.com/job_detail/bff8ddaf4c8292181HB53NS9FlpS.html?lid=4WmKvkdU3Ra.search.33&securityId=mcM5vjmLznXlZ-U1WSFnwWk4D2d96lHcWGg5ZKw-yUym3ZRa2VRNtBbJjKZwGA--S-h1CxYTPqsrhK-h6cUCS_hkJUVBGkkpkDUQ5KhnesrRMcwWjPs-bz3qbewKi6xfwC4iWbZ4s4KSijzbQwmyeQ~~&sessionId=
前端开发实习生,成都泽卡,成都·武侯区·环球中心,2.1,2.4,1.负责公司Web项目，小程序的维护以及更新升级2.熟悉vue 熟练掌握vuejs或reactjs，并有实际开发经验3.参与相关产品的参与交互设计的需求讨论，协助产品完善交互4该岗位只接受25届毕业生投递，优秀者可放宽到24届,https://www.zhipin.com/job_detail/18233bf1de4cde791HR63dW-ElNR.html?lid=4WmKvkdU3Ra.search.73&securityId=u4sih4_5bHR4r-J1aBSmNST03OjX0r9U9dyQZUnl5FiHnMfvLBMnF_U-35kCdjA0IWqPdMzan1m0m0dg3A1QQCtpqL6q9xgBEuWnfDgYNTqcOE3rCxo~&sessionId=
深信服25届校园大使,深信服科技,成都·武侯区·孵化园,2.1,3.6,校园合伙人校园合伙人是深信服旨在高校中寻找一批愿意与我们一起进行校园运营（领跑x计划等运营活动），深度参与到校园运营实践中的志同道合的25届小伙伴。你将与小伙伴们共创高价值、富有挑战的校园活动，不仅仅是参与者，更是全流程的深度策划者和执行者。在这里你能积累宝贵的项目经验、得到大咖导师的贴心辅导，沉浸式体验深信服的文化氛围，提前斩获深信服第一批25届校招正式offer！【校园大使专属福利】--成为校园合伙人，你将获得1、快人一步offer无忧现优秀的校园合伙人，可获得终面直通卡并最早可在6月底斩获25届秋招offer2、活动经验值MAX以活动共创者的身份，全程深度参与深信服的校园运营系列活动，经历从策划到执行的各个环节3、大咖面对面交流定期组织深信服学姐学长交流会、行业大咖分享分，包含行业前沿资讯、职业发展规划、岗位相关知识等，助你先人一步提升个人竞争力4、丰富的任务激励根据实际的项目产出给与相应的津贴激励，有任务闯关奖励与深信服专属文创周边、精美好礼等你来拿5、丰厚的推荐奖励推荐技术大咖加入，最高可获得1000-5000元/人的推荐奖励6、专属的实践证明深信服校园合伙人聘书、专属的校园活动实践证明和优秀校园合伙人证书，为你的求职简历锦上添花,https://www.zhipin.com/job_detail/790f0c312418680f1HBy3ti4GFtU.html?lid=4WmKvkdU3Ra.search.112&securityId=xple_d5VQySJM-u1e1eETDZQHBQVXws_nwnWYP3p_42GbqLYEKnDv4XU1Z6eMeI2P-YSHjfjpSBXkWitvkhzdvmUzbv6XaDv2PCPm-qjiAB4F9SgFTm0dGoJIZcGmd6ArVUyuKpZUvTxGQbHGPNh&sessionId=
德语助教（25年毕业生）,法亚小语种,成都·锦江区·春熙路,2.4,3.9,1、负责辅导德语学生自习，解答疑难问题，校对德语资料等；2、德语专业，取得德语专四，认真负责，性格活泼外向；3、优先考虑能长期实习的学生，一周工作5天，工作时间10点-17点；4、工作地点：锦江区红星路三段16号正熙国际27楼（春熙路）。,https://www.zhipin.com/job_detail/71edc8c6f86408cb1HB-3t-5FVpZ.html?lid=4WmKvkdU3Ra.search.13&securityId=J7D3KYrjPACpq-_1q5uOgHITIIuNlbOSLcJQGWgOyZA0AZ727FkhhzWdel0jxEEvbEr-jcbZTOenY8Vi4O5iANGEaUd722B7GVN9uO1arT2OTWAh&sessionId=
短视频编剧实习生,酒小二,成都·武侯区·跳伞塔,2.4,3.6,——“广西叫酒网络科技有限公司（酒小二）”是专注于酒水类同城速送的新零售服务平台，为了解决酒水行业中溢价多的问题和乱象。——酒小二专注于酒类的同城垂直配送，以“互联网平台大数据+前置仓模式+25分钟配送”的商业模式。——2020年12月已完成A轮融资，投资方为腾讯、红杉中国。——目前公司业务已经覆盖广西、广东、海南等14个省份及直辖市，全平台用户超2000万+，合作品牌300+，配送团队5000+。岗位职责：1、参与剧本大纲讨论创作2、根据大纲撰写剧本，完善剧情、对话等细节3、完成短视频发布所需的文案、话术撰写4、其他短视频相关的文案工作上班地点：成都市武侯区人民南路三段林荫街7号附1号上班时间：正常到岗9:00——18:00，每周保证至少三天到岗,https://www.zhipin.com/job_detail/648e4ddf89cfb1601XN829u7FVFW.html?lid=4WmKvkdU3Ra.search.82&securityId=LNo60kyGKSCTT-L16C_c8av-F5uaSpTyIxqUWLCLJHcrfXBIyd2AfBWqxTqA-uQe19Hld-_1VJ26s3bbxInqKqqEXjYIgwGv8T0iejJMp_LpwBr1jAU~&sessionId=
游戏视频剪辑实习生,探游科技,成都·武侯区·大源,2.4,3.6,买量视频剪辑实习生岗位需求：1、PR、PS、AE是工作中需要用到的软件，你需要熟练掌握2、对游戏有敏感度，知道游戏中的什么亮点可以吸引玩家3、具备网感，懂短视频的节奏以及效果添加等，类似综艺效果的添加4、部分视频需要自己口播录音5、投递简历请附带作品加分项：1、喜欢玩解谜游戏的2、平时就喜欢给别人安利游戏的3、有想法有创意有搞事儿能力4、喜欢看各种游戏主播、游戏解说、游戏攻略的5、25年毕业注：投递简历请附带作品公司是大小周，介意勿投。,https://www.zhipin.com/job_detail/ea53a4962fccaf0f1X143NW7EVtX.html?lid=4WmKvkdU3Ra.search.83&securityId=PuByTHWplWRbq-k1Rn0hW0S6W9AEXZ0IreYITzKYKgaVqfmdTow-JVHnlf4B0FUjM1AHkKLy78mrGuC7hoMskJVFZjjsNLhD0rsh0ImklrcNfnKDm62UxDzEf3G3GPr0COjnyPfZQO3N4U8dklTN6g~~&sessionId=
实习生,劲虎科技,成都·武侯区·铁像寺,2.4,4.8,各个岗位轮岗实习，主要负责社群运营,https://www.zhipin.com/job_detail/b8b71a7fbfcc10aa0XZ82d-9GVs~.html?lid=4WmKvkdU3Ra.search.154&securityId=CgeOvg14QXkEr-31VXX3k6VBFwO6qWCs5t0P3oUI9l-01jtPYdwINE_2P_53P6srruDFTqhDG7_Be8ovGBT1DignlKRFChLLCGwSjsD3pvkmQgY~&sessionId=
人力资源实习生,华栖云,成都·武侯区·新会展中心,2.4,3.6,主要工作内容岗位职责：1、负责员工入离转调流程管理、人事档案管理、劳动关系管理、考勤管理等日常管理工作；2、负责公司员工社保公积金等相关事宜的办理；3、负责数据统计和数据分析，结合业务情况为人力团队提供数据支撑；4、根据公司发展规划和组织体系，协助优化管理流程，完善相关制度。专业要求任职要求：1、25届本科或研究生，人力资源专业优先；2、数据梳理、处理、分析能力较强，熟练运用多种数据分析软件；3、工作态度认真细致负责，快速学习能力、高效执行力和沟通技巧。,https://www.zhipin.com/job_detail/76f8d936e0f4eb661Xx509-1EFpY.html?lid=4WmKvkdU3Ra.search.67&securityId=Jje78vVl6GbZr-_1Gj4UFN-meOJmfUDpoiWphtmG26coS_VpLhpMW6a6GKye6h36SlDXQSMDH_ykwyjIG9qsDk0Xzp8_JG1yCbBSfq6LNuJ-qtpWbACX8zCAN2aZgLLw8d399YTKlUsoD0ByIrUw&sessionId=
财务实习生/25届毕业生,桃子健康科技,成都·武侯区·中和,2.4,3.0,岗位职责：1.凭证装订：协助主办会计开展工作，做好票据、凭证的装订归档、确保财务凭证保存完整准确2.台账及合同整理：协助会计整理销售、采购等合同台账，确保及时收款、付款等3.发票开具：发票开具、发票认证、发票台账梳理，及简单的税务申报4.数据处理：负责简单的数据汇总、筛选、核对工作5.凭证核对：负责简单的会计凭证处理和凭证核对工作6.上级交办的其他事务任职资格：1.大学本科及以上学历，会计/财务管理相关专业，25届毕业生；2.熟练使用办公软件，有财务、金融相关资格证书，具有财务行业执业证书优先；3.有责任心，善于沟通，工作踏实，能承受一定的工作压力；4.具备较为全面的财务专业理论知识，和不断学习的能力；5.有财务实习经验的优先；,https://www.zhipin.com/job_detail/071b31a4191319cb1HF80tW6F1JQ.html?lid=4WmKvkdU3Ra.search.3&securityId=gvGmyDEh0krTr-g1QzrmNbq2UpgsJft385bvR8RxU0GfySJGVukLdcEu2ElszpdYS4q_hxR60ZJ2KtNzQO0I1NRREE4Cqrk-dSYUtES1sR5n9jv6jjDb&sessionId=
信息安全实习生,海思科医药,成都·温江区·柳城,2.4,3.0,此岗位仅限25届毕业生岗位职责：负责日常业务系统的安全巡检工作，包括防火墙、漏洞扫描设备、加密软件、防病毒软件、日志审计、数据库审计、堡垒机和云相关安全产品巡检工作。负责日常安全工作的运营，包括防病毒软件部署、加密软件安装/策略调整、堡垒机账号的添加和续期等、业务系统补丁修复等相关工作。负责安全应急响应工作，包括处理系统界面病毒排查、防火墙威胁告警判断和处置、安全设备取证等。负责日常基线检查和风险评估等相关工作。根据日志分析并产出各类服务运营相关的报告。技术能力要求：防火墙：了解奇安信、山石网科等产品配置界面、能清楚安全策略和端口配置能力。桌面病毒清理：了解火绒等防病毒软件的使用，了解的手动线程排查和查询进程关联性的能力。堡垒机：了解堡垒机基本的使用说明，能清楚地知道设备权限管控。加密软件：了解加密软件的使用相关原理。学历要求：计算机、信息安全或相关专业优先。其他要求：具备良好的沟通能力和团队协作能力。具备较强的学习能力和解决问题的能力。对安全行业有浓厚的兴趣和热情。福利：节庆福利，员工食堂（早餐和午餐）工作时间：8点50-下午5点10分，周末双休。,https://www.zhipin.com/job_detail/1baf659863b1a9e91HB92tq6FVBQ.html?lid=4WmKvkdU3Ra.search.57&securityId=_77QNpVpsjsd4-I1EsHKG2IVjHGkOwMieZCy82NJa5vbRnHEs9BrZX3B9_po5JNTv5_pAO3Btzo5_3JBbu15yeAXK4RmPdfhVr1KwqatvjFfYmT7lhIt-eK6Z93Tp2LwciDKfO9KsdwE-Tb5OBKcshA~&sessionId=
采样员（实习生）,炯测环保,成都·温江区·柳城,2.4,3.0,"职位详情1.负责环境检测领域项目(大气、水质、固废、土壤、噪声、辐射等)现场检测与采样工作;岗位要求:1、25届大专及以上学历，专业不限2、工作适应性强,能接受短期出差,服从领导安排;",https://www.zhipin.com/job_detail/c3e6564e1db093631Hd-0tq9FVpQ.html?lid=4WmKvkdU3Ra.search.75&securityId=i0uKqOCDlqqWL-N1Yp6mBfWLLRV0J7h6rYWLr6EvmijYYOhOHKOSt_zR5FlqVSWQgpmNxs7vHhMRfxbJUbAi4u6ZGOjf_HwC8hebOVgoj01ZqsCKXqfp&sessionId=
文员实习生,博锐传奇国旅,成都·金牛区·沙湾,2.7,3.3,（不招兼职！！！！正常8小时制工作时间！！！不要再问有没有销售性质！！！纯文职！！！）一 、工作内容1、旅游计调行程处理。2、帮销售打单子、录系统。3、协助销售做旅行计划。4、偶尔外出办事。二、 岗位要求1、男女不限，无经验要求，有老员工带。性格一定是E人！！2、会基本的办公软件（word、excel），打字速度中上。3、可以无经验，但必须具有积极主动的工作态度，学习能力强，做事灵光不死板，耐心，性格开朗（至少在我司干满3个月，应届可开实习证明）4、热爱旅游及旅游行业，看好行业未来发展并有意愿深耕。5、会开车！！！6、最好是旅游专业三、福利待遇1、薪资：试用期2.5k，转正3k+处理计调团的提成，稳定在3-4K+，每月额外150的餐补2、上班时间：早9晚6双休，中午休息1-1.5小时，节假日看个人工作是否完成即正常休并带薪3、入职即开始试用期，试用期为1-2个月，转正条件为试用期间工作表现和上级评价。4、工作内容轻松，90后团队，氛围好！过节、生日等福利不低于200元。以上信息真实有效，请仔细看后，符合要求再询问，以免浪费双方时间 ：）,https://www.zhipin.com/job_detail/9fc682134eed200d1XN53dW4EFNU.html?lid=4WmKvkdU3Ra.search.41&securityId=oafQiZhpRXJnm-S1t56Sxgq-esa597aKLZrJgZV_7-01r5nAX6LSfZl0vTSMcgt3CbZoTjlHkhxF1rHe8zCuwiUUhWtHJ1bC5QrNqwoHeJKLmT7ftUwX&sessionId=
扬名食品招聘仓库管理员,扬名食品,成都·温江区·金马镇,2.7,3.0,岗位职责：1、负责仓库日常物资的出库、入库、码放、保管、盘点、对账等工作；2、负责仓库日常物资的拣选、复核；3、负责保持仓内货品和环境的清洁、整齐和卫生工作；4、信息系统数据的录入、填写和传递，相关单证、报表的整理和归档；5、定期与仓库核对数据并实地盘点。此岗位招聘25届学生，请注意投递。原标题：《仓储实习生》,https://www.zhipin.com/job_detail/914edb6aca03dd5a1Xx62dS7ElZS.html?lid=4WmKvkdU3Ra.search.32&securityId=W28GHJSCdrdVZ-M1XrlY4b3zSJWcL_YIhsrJIUT5pLuGVtqsGnQeBvQer1kxTDnQGVorIf3yhCH57jrHuv0TWtogRnuG8SLBu9BDifGXxjkoFj2Yz40~&sessionId=
人力实习生（偏招聘）,新东方,成都·武侯区·科华北路,3.0,4.5,职位说明：1. 通过多种渠道进行候选人的筛选与电话邀约，对招聘结果负责；2. 把控电话筛选、初试、复试等环节，合理推进招聘进程，并对候选人进行及时反馈；3. 跟盯把控面试流程，对业务部门的录用与淘汰提供人力资源方面专业建议；4.其他人力相关工作 任职资格：1.本科及以上学历，25届或26届毕业生均可（每周出勤需4天＋）；2.热爱教育行业，有教育行业经验优先；3.目标导向，强结果驱动，抗压能力和执行能力强；4.认真负责，乐学，亲和力强，有较强的语言组织和沟通能力；5.有相关岗位实习经验者优先。实习满三个月可提供实习证明。“新东方大学生学习与发展中心”是新东方教育科技集团旗下的大学教育品牌，为中国4000多万大学生提供全套学习解决方案和就业指导。总部设在北京、目前已在全国32个城市建立了118＋个学习与发展中心。 为大学生提供高质量的一站式学习规划与辅导，教学与服务涵盖四六级、考研、专升本、财会、英学、教师资格证，等各类考试。,https://www.zhipin.com/job_detail/9ae36820fffa32be1HZy3NS8EVpQ.html?lid=4WmKvkdU3Ra.search.72&securityId=3EWHIRTpTjdMe-91W4q3giJg74Z71OdvtNzYd_bqd2IyT1v0GUH76Y_S96Ibj5kZlLGz0RoepdvJIMeOBXUyDBJkEJpfQcbeznQgRgJjV5qoDPTnfcgL3RHs-XV5UtBzrlC3rNC88s2UxOhT-0uDg8E~&sessionId=
电商运营实习生,四川海豚购网络科技,成都·武侯区·中和,3.0,4.0,1.学习产品上架运营、店铺活动报名、前置仓库存管理。2.学习并掌握产品上架、优化、跟踪。3.根据平台规则，规避风险，维护店铺良好运营。4.对产品数据、推广数据进行分析，维护好产品的可持续性销售。任职资格：1.大专以上学历，23、24、25年毕业皆可以。2.熟悉电脑操作，office、PS等办公软件熟悉。3.具有较强的独立学习和工作的能力，工作踏实，认真细心，积极主动；4.具有良好的职业操守及团队合作精神，较强的沟通、理解和分析能力。5.相关电商专业或有电商课程专业。,https://www.zhipin.com/job_detail/3edd7c62d4d477fc1HR_2965FVRV.html?lid=4WmKvkdU3Ra.search.127&securityId=-dmJylxTBx6Lr-r1K2CsOM2n1xTKSEOx2z46Oy60t2zk8K3ZBwHPCqjQ05Wgd5OZ0NG6QONmKj07Vfq3kw7xfDBCbvg94zR-dWFYKZcXpByOIJHjHn4~&sessionId=
实习生,四川水井坊股份有...,成都·金牛区·华侨城,3.0,3.9,岗位描述：1、跟踪活动执行情况1）根据活动计划，向SJF行销收集活动执行计划，且提醒活动执行人执行活动；2）后续跟进活动是否执行及执行时间；3）收集品鉴会活动执行场次；2、收集核销材料1）实际活动活动结束60天内由活动执行人提交核销材料至区域核销助理；3、审核核销材料1）确保核销资料齐全，且符合核销框架要求；2）与活动执行人沟通核销方面的问题，及时获取反馈；4、提交核销申请1）在AP系统提交核销申请；5、违规汇报1）对发现的舞弊及违规事项，按公司合规制度进行汇报；6、领导临时交办事项。任职资格： 1、本科以上学历，能实习3到6个月以上的优先;2、熟练使用Excel、PPT等Office办公软件；3、工作严谨、细心、负责任、主动积极；4、沟通表达能力强；较强的团队意识；,https://www.zhipin.com/job_detail/79cd9878ae4c516a1XZ_3NW-FltT.html?lid=4WmKvkdU3Ra.search.155&securityId=cfSmQyW6ofGFm-p1UE2ylpKY2Ofd_FL11DhNDa-eqbNOQP1XgFXldKWHQc6b780BTTXKGz7bPLavnSkZFy4_XWZggzRM59t1ZE0zWiD8viObig8oaQ~~&sessionId=
